"ipa","syl","son","cons","cont","delrel","lat","nas","strid","voi","sg","cg","ant","cor","distr","lab","hi","lo","back","round","velaric","tense","long"
"d͡ɮ̰ˤ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","-1","1","-1","-1","0","1","1","-1","-1","1","-1"
"t͡ɬˤʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d̪͡ɮ̪̰ˤ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"t̪͡ɬ̪ˤʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","0","1","1","-1","-1","1","-1"
"ɗˡ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"d͡ɮ̰ʲ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","-1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d͡ɮ̰ˠ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","-1","1","-1","-1","1","0","1","-1","-1","1","-1"
"d͡ɮʷˀ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"d͡ɮ̰ʷ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʼʲ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"t͡ɬʲʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d̪͡ɮ̪̰ʲ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d̪͡ɮ̪̰ˠ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","1","0","1","-1","-1","1","-1"
"t͡ɬʼʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʷʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʷˀ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪ʷˀ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪̰ʷ⁺","-1","-1","1","-1","1","1","-1","0","1","-1","1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʼʲ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","1","0","-1","-1","-1","1","-1"
"t̪͡ɬ̪ʲʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","1","0","-1","-1","-1","1","-1"
"t̪͡ɬ̪ʼʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʷʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʷˀ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʷˤʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","-1","-1","1","1","1","1","-1","1","-1"
"t̪͡ɬ̪ʷˤʼ⁺","-1","-1","1","-1","1","1","-1","0","-1","-1","1","1","1","1","-1","1","1","1","1","-1","1","-1"
"d͡ɮ̤⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d͡ɮʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d͡ɮʰː⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","1"
"d͡ɮ̤ː⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","1"
"t͡ɬʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪̤⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪ʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"t͡ɬʰː⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","0","0","0","-1","-1","1","1"
"d̪͡ɮ̪ʰː⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","0","0","0","-1","-1","1","1"
"d̪͡ɮ̪̤ː⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","0","0","0","-1","-1","1","1"
"t̪͡ɬ̪ʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"t̪͡ɬ̪ʰː⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","0","0","0","-1","-1","1","1"
"d͡ɮˤʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d͡ɮʰˤ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d͡ɮ̤ˤ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","0","1","1","-1","-1","1","-1"
"t͡ɬˤʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"t͡ɬʰˤ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d̪͡ɮ̪ˤʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d̪͡ɮ̪ʰˤ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d̪͡ɮ̪̤ˤ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"t̪͡ɬ̪ˤʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","0","1","1","-1","-1","1","-1"
"t̪͡ɬ̪ʰˤ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","0","1","1","-1","-1","1","-1"
"d͡ɮʰʲ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d͡ɮ̤ʲ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d͡ɮʲʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d͡ɮʰᶣ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","-1","1","-1","1","-1"
"d͡ɮʰˠ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","1","-1","-1","1","-1"
"d͡ɮ̤ˠ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","1","-1","-1","1","-1"
"d͡ɮʲʷʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"d͡ɮʷʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"d͡ɮʰʷ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"d͡ɮʷˠʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"d͡ɮ̤ʷ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","1","1","-1","1","-1"
"d͡ɮʷʰː⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","0","1","1","-1","1","1"
"t͡ɬʰʲ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"t͡ɬʲʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d̪͡ɮ̪ʰʲ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d̪͡ɮ̪̤ʲ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"d̪͡ɮ̪ʲʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","-1","-1","-1","1","-1"
"t͡ɬʰᶣ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","0","-1","1","-1","1","-1"
"d̪͡ɮ̪ʰᶣ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","-1","1","-1","1","-1"
"t͡ɬʰˠ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","0","1","-1","-1","1","-1"
"d̪͡ɮ̪ʰˠ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","1","-1","-1","1","-1"
"d̪͡ɮ̪̤ˠ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","1","-1","-1","1","-1"
"t͡ɬʲʷʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʷʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʰʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʷˠʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪ʷʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪ʰʷ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪ʷˠʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪̤ʷ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"d̪͡ɮ̪ʲʷʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","-1"
"t͡ɬʷʰː⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","1"
"d̪͡ɮ̪ʷʰː⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","0","1","1","-1","1","1"
"t̪͡ɬ̪ʰʲ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","0","-1","-1","-1","1","-1"
"t̪͡ɬ̪ʲʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","0","-1","-1","-1","1","-1"
"t̪͡ɬ̪ʰᶣ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","0","-1","1","-1","1","-1"
"t̪͡ɬ̪ʰˠ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","0","1","-1","-1","1","-1"
"t̪͡ɬ̪ʲʷʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʷʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʰʷ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʷˠʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","0","1","1","-1","1","-1"
"t̪͡ɬ̪ʷʰː⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","0","1","1","-1","1","1"
"d͡ɮʷˤʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","-1","1","-1","-1","1","1","1","1","-1","1","-1"
"t͡ɬʷˤʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1"
"d̪͡ɮ̪ʷˤʰ⁺","-1","-1","1","-1","1","1","-1","0","1","1","-1","1","1","-1","-1","1","1","1","1","-1","1","-1"
"t̪͡ɬ̪ʷˤʰ⁺","-1","-1","1","-1","1","1","-1","0","-1","1","-1","1","1","1","-1","1","1","1","1","-1","1","-1"
"ɖ͡ʐ̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"ɖ͡ʐ̃ː⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","1"
"d̪͡z̪̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ð̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"d̪͡z̪̃ː⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","1"
"d̪͡ð̃ː⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","1","1","1","-1","0","0","0","-1","-1","1","1"
"b͡β̃⁺","-1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","-1","0","1","0","0","0","-1","-1","1","-1"
"b͡β̃ː⁺","-1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","-1","0","1","0","0","0","-1","-1","1","1"
"ɖ͡ʐ̃ˤ⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d̪͡z̪̃ˤ⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","1","1","1","-1","0","1","1","-1","-1","1","-1"
"d̪͡ð̃ˤ⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","1","1","1","-1","0","1","1","-1","-1","1","-1"
"b͡β̃ˤ⁺","-1","-1","1","-1","1","-1","1","-1","1","-1","-1","1","-1","0","1","0","1","1","-1","-1","1","-1"
"ɢ͡ʁ̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"ɢ͡ʁ̃ː⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","1"
"d͡ʒ̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"d͡ʒ̃ː⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","1"
"d͡z̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"d͡z̃ː⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","1"
"b͡ṽ⁺","-1","-1","1","-1","1","-1","1","1","1","-1","-1","1","-1","0","1","-1","-1","-1","-1","-1","1","-1"
"b͡ṽː⁺","-1","-1","1","-1","1","-1","1","1","1","-1","-1","1","-1","0","1","-1","-1","-1","-1","-1","1","1"
"ɢ͡ʁ̃ˤ⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","-1","0","-1","-1","1","1","-1","-1","1","-1"
"d͡ʒ̃ˤ⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","1","-1","-1","1","1","-1","-1","1","-1"
"d͡z̃ˤ⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","1","1","-1","-1","-1","1","1","-1","-1","1","-1"
"b͡ṽˤ⁺","-1","-1","1","-1","1","-1","1","1","1","-1","-1","1","-1","0","1","-1","1","1","-1","-1","1","-1"
"ɡ͡ɣ̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","-1","1","-1"
"ɡ͡ɣ̃ː⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","-1","0","-1","1","-1","0","-1","-1","1","1"
"ɟ͡ʝ̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","1","-1"
"d͡ʑ̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","1","-1"
"ɟ͡ʝ̃ː⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","1","1"
"d͡ʑ̃ː⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","1","-1","1","-1","-1","-1","-1","1","1"
"ɡ͡ɣ̃ˤ⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","-1","0","-1","1","1","1","-1","-1","1","-1"
"d͡ʑ̃ˤ⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"ɟ͡ʝ̃ˤ⁺","-1","-1","1","-1","1","-1","1","0","1","-1","-1","-1","1","1","-1","1","1","1","-1","-1","1","-1"
"ɖ͡ʐ̰̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡z̪̰̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ð̰̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","1","1","1","1","-1","0","0","0","-1","-1","1","-1"
"b͡β̰̃⁺","-1","-1","1","-1","1","-1","1","-1","1","-1","1","1","-1","0","1","0","0","0","-1","-1","1","-1"
"ɢ͡ʁ̰̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"d͡ʒ̰̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"d͡z̰̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","1","1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"b͡ṽ̰⁺","-1","-1","1","-1","1","-1","1","1","1","-1","1","1","-1","0","1","-1","-1","-1","-1","-1","1","-1"
"ɡ͡ɣ̰̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","1","-1","-1","0","-1","1","-1","0","-1","-1","1","-1"
"ɟ͡ʝ̰̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","1","-1"
"d͡ʑ̰̃⁺","-1","-1","1","-1","1","-1","1","0","1","-1","1","-1","1","1","-1","1","-1","-1","-1","-1","1","-1"
"d͡ɮ̃⁺","-1","-1","1","-1","1","1","1","0","1","-1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d͡ɮ̃ː⁺","-1","-1","1","-1","1","1","1","0","1","-1","-1","-1","1","-1","-1","0","0","0","-1","-1","1","1"
"d̪͡ɮ̪̃⁺","-1","-1","1","-1","1","1","1","0","1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪̃ː⁺","-1","-1","1","-1","1","1","1","0","1","-1","-1","1","1","-1","-1","0","0","0","-1","-1","1","1"
"d͡ɮ̃ˤ⁺","-1","-1","1","-1","1","1","1","0","1","-1","-1","-1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d̪͡ɮ̪̃ˤ⁺","-1","-1","1","-1","1","1","1","0","1","-1","-1","1","1","-1","-1","0","1","1","-1","-1","1","-1"
"d͡ɮ̰̃⁺","-1","-1","1","-1","1","1","1","0","1","-1","1","-1","1","-1","-1","0","0","0","-1","-1","1","-1"
"d̪͡ɮ̪̰̃⁺","-1","-1","1","-1","1","1","1","0","1","-1","1","1","1","-1","-1","0","0","0","-1","-1","1","-1"
"χ⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"χ̝⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"χ̞⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"χ̟⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"χ̠⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"ʁ⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"ʁ̝⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"ʁ̞⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"ʁ̟⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"ʁ̠⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","-1"
"χː⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","1"
"ʁː⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","-1","0","-1","-1","-1","1","-1","-1","1","1"
"ʂ⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʂ̝⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʂ̞⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʂ̺⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʃ̺⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʂ̟⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʂ̠⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʐ⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʐ̝⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʐ̞⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʐ̺⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʒ̺⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʐ̟⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʐ̠⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
"ʂː⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1"
"ʐː⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","-1","-1","-1","-1","-1","-1","-1","1","1"
"ʃ⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʃ̝⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʃ̞⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʂ̻⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʃ̻⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʃ̟⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʃ̠⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʒ⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʒ̝⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʒ̞⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʐ̻⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʒ̻⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʒ̟⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʒ̠⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","-1"
"ʃː⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","1"
"ʒː⁺","-1","-1","1","1","-1","-1","-1","0","1","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","1","1"
"s⁺","-1","-1","1","1","-1","-1","-1","0","-1","-1","-1","1","1","-1","-1","-1","-1","-1","-1","-1","1","-1"
