"Glottocode","ISO","Lect","lon","lat","Family","Type","Author","Year","Title","Publisher","School","Booktitle","Editor","Journal","Pages","Volume","Number","Edition","Phoneme","Tone","Onset","Nucleus","Coda","Note"
"hadr1236","ayh","Hadrami Arabic",48.6524,15.4468,"Afro-Asiatic","PHDTHESIS","Al-Saqqaf, Abdullah Hassan Shaikh","2000","A descriptive linguistic study of the spoken Arabic of Wadi Hadramawt, Yemen",,"University of Exeter",,,,,,,,"b t tˤ d ɟ k ɡ q ʔ f θ ð ðˤ s sˤ z ʃ χ ʁ ħ ʕ h m n r l lˤ j w ɪ æ ə iː eː æː oː uː","-","b t tˤ d ɟ k ɡ q ʔ f θ ð ðˤ s sˤ z ʃ χ ʁ ħ ʕ h m n r l lˤ j w CC CCC","ɪ æ ə iː eː æː oː uː C","# b t tˤ d ɟ k ɡ q ʔ f θ ð ðˤ s sˤ z ʃ χ ʁ ħ ʕ h m n r l lˤ j w CC",
"hakk1236","hak","Hakka Chinese",116,25,"Sino-Tibetan","BOOK","Hashimoto, Mantaro J.","1973","The Hakka Dialect: A Linguistic Study of Its Phonology, Syntax and Lexicon","Cambridge University Press",,,,,,,,,"p pʰ f m t tʰ n l t͡s t͡sʰ s ɡ k ŋ h a i u e o","M L F H MC HC","# p pʰ f m t tʰ n l t͡s t͡sʰ s ɡ k ŋ h","a au ai ua uai ua ia iau iai e eu ue ie ieu o oi uo uoi io ioi u i z m n ui iu","# p t k m n ŋ",
"halb1244","hlb","Halbi",81.3742,20.3081,"Indo-European","PHDTHESIS","Kaushikkar, Chitra Vijay","1972","A descriptive analysis of Halbi: An Indo-Aryan language",,"Deccan College",,,,,,,,"p t ʈ c͡ç k pʰ tʰ ʈʰ c͡çʰ kʰ b d ɖ ɟ͡ʝ ɡ b̤ d̤ ɖ̤ ɟ͡ʝ̤ ɡ̤ s m n ŋ m̥ n̥ l l̥ r r̥ w j h i u e o ə a ĩ ũ ẽ õ ə̃ ã","-","# p t ʈ c͡ç k pʰ tʰ ʈʰ c͡çʰ kʰ b d ɖ ɟ͡ʝ ɡ b̤ d̤ ɖ̤ ɟ͡ʝ̤ ɡ̤ s m n l r h j w","i u e o ə a ĩ ũ ẽ õ ə̃ ã","# p t ʈ c͡ç k tʰ ʈʰ c͡çʰ kʰ b d ɖ ɟ͡ʝ ɡ b̤ d̤ ɖ̤ ɟ͡ʝ̤ ɡ̤ s m n ŋ n̥ l l̥ r w j h NP lŋ hŋ","Vowel nasality is introduced as a suprasegmental phoneme and it is unclear whether all vowels have nasalized counterparts. Here it is assumed that they do. The source states that only homoorganic sequences of nasal-plosive are possible in the word-final position, apparently including sequences like alveolar-retroflex and alveolar-palatal."
"halh1238","khk","Halh Mongolian",106.289,48.324,"Mongolic-Khitan","BOOK","Jan-Olof Svantesson and Anna Tsendina and Anastasia Karlsson and Vivan Franzen","2005","The Phonology of Mongolian","Oxford University Press",,,,,,,,,"i u ʊ e o a ɔ iː uː ʊː eː oː aː ɔː pʰ pʰʲ tʰ tʰʲ p pʲ t tʲ ɡʲ ɡ ɢ t͡sʰ t͡ɕʰ t͡s t͡ɕ s ɕ xʲ x m mʲ n nʲ ŋ ɮ ɮʲ ɬ r rʲ w wʲ j","-","# pʰ pʰʲ tʰ tʰʲ p pʲ t tʲ ɡʲ ɡ ɢ t͡sʰ t͡ɕʰ t͡s t͡ɕ s ɕ xʲ x m mʲ n nʲ ɮ ɮʲ ɬ r rʲ w j","i u ʊ e o a ɔ iː uː ʊː eː oː aː ɔː ui ʊi ai ɔi","# tʰ tʰʲ t tʲ ɡʲ ɡ ɢ t͡sʰ t͡ɕʰ t͡s t͡ɕ s ɕ xʲ x m mʲ n nʲ ŋ ɮ ɮʲ r rʲ w wʲ j ɕtʰ stʰ st͡ɕʰ xtʰ xt͡ɕʰ xʲtʰ ɢtʰ ɡtʰ ɡt͡ɕʰ ɡt͡sʰ ɡt ɡt͡ɕ gt͡s ɡʲt ɡʲt͡ɕ ɡɕ ɡs ɡʲs mtʰ mt͡ɕʰ mt͡sʰ mp mt mt͡ɕ ms mx mʲtʰ mt͡ɕʰ mt mt͡ɕ ms mx mʲtʰ mʲt͡ɕʰ mʲt mʲt͡ɕ mʲs mʲxʲ ntʰ nt͡ɕʰ nt͡sʰ nt nt͡ɕ nt͡s ns nʲtʰ nʲt͡ɕʰ nʲt͡sʰ nʲt nʲtʲ nʲt͡ɕ ns nxʲ ŋɕ ŋx ŋɢ ŋɡ ŋɡʲ ɮtʰ ɮt͡ɕʰ ɮt͡sʰ ɮp ɮt ɮt͡ɕ ɮt͡s ɮɕ ɮs ɮx ɮʲtʰ ɮʲt ɮʲt͡ɕʰ ɮʲt͡sʰ ɮʲpᶨ ɮʲt ɮʲt͡ɕ ɮʲs ɮʲxʲ rtʰ rt͡ɕʰ rt͡sʰ rt rt͡ɕ rt͡s rɕ rs rx rʲtʰ rʲt͡ɕʰ rʲt͡sʰ rʲt rʲt͡ɕ rʲt͡s rʲɕ rʲs rʲxʲ wtʰ wt͡ɕʰ wt͡sʰ wt wt͡ɕ wɕ ws wx wʲtʰ wʲt͡ɕʰ wʲt͡sʰ wʲt wʲt͡ɕ wʲs wʲxʲ jtʰ jt͡ɕʰ jt jt͡ɕ jt͡s js jx WFP",
"hija1235","acw","Hijazi Arabic",38.9237,22.8346,"Afro-Asiatic","PHDTHESIS","Nakshabandi, Answer M.","1988","A descriptive study of the phonology and morphology of the Abha dialect",,"Georgetown University",,,,,,,,"t tˠ k ʔ b d dˠ ɡ f θ s sˠ ʃ x ħ h ð ðˠ z ɣ ʕ d͡ʒ m n l lˠ ɾ w j i a u iː eː aː oː uː","-","t tˠ k ʔ b d dˠ ɡ f θ s sˠ ʃ x ħ h ð ðˠ z ɣ ʕ d͡ʒ m n l lˠ ɾ w j CC","i a u iː eː aː oː uː","# t tˠ k ʔ b d dˠ ɡ f θ s sˠ ʃ x ħ h ð ðˠ z ɣ ʕ d͡ʒ m n l lˠ ɾ w j CC","Although /ʔ/ does not occur in word-final position, given the medial cluster /ʔð/ in /maʔðuːn/ `judge' (p. 20), it is assumed to appear in the coda position."
"karb1241","mjw","Hills Karbi",93.0462,25.7317,"Sino-Tibetan","PHDTHESIS","Konnerth, Linda","2014","A grammar of Karbi",,"University of Oregon",,,,,,,,"b p pʰ d t tʰ ɟ c k kʰ β s h m n ŋ l r i e a o u","L M H","# b p pʰ d t tʰ ɟ c k kʰ β s h m n l r pl pr pʰl kl kr tʰr kʰr","i e a o u ai oi ui","# p t k m n ŋ r",
"hind1269","hin","Hindi",77,25,"Indo-European","BOOK","Kachru, Yamuna","2006","Hindi","Benjamins",,,,,,,,,"ə ɑ ɪ i ʊ u e ɛ o ɔ ə̃ ɑ̃ ɪ̃ ĩ ʊ̃ ũ ɛ̃ ẽ õ ɔ̃ k kʰ ɡ ɡ̤ ŋ c͡ç c͡çʰ ɟ͡ʝ ɟ͡ʝ̤ ʈ ʈʰ ɖ ɖ̤ t tʰ d d̤ n p pʰ b b̤ m ɲ ɳ j r l ʋ s h","-","# k kʰ ɡ ɡ̤ c͡ç c͡çʰ ɟ͡ʝ ɟ͡ʝ̤ ʈ ʈʰ ɖ ɖ̤ t tʰ d d̤ n p pʰ b b̤ m j r l ʋ s h kj kʋ ɡj ɡʋ c͡çj ɟ͡ʝj ɟ͡ʝʋ ɖj tj pj pl bj nj mj sj","ə ɑ ɪ i ʊ u e ɛ o ɔ ə̃ ɑ̃ ɪ̃ ĩ ʊ̃ ũ ɛ̃ ẽ õ ɔ̃","# k kʰ ɡ ɡ̤ c͡ç c͡çʰ ɟ͡ʝ ɟ͡ʝ̤ ʈ ʈʰ ɖ ɖ̤ t tʰ d d̤ n p pʰ b b̤ m ɲ ɳ j r l ʋ s h ŋk ŋkʰ ŋɡ ŋɡ̤ nc͡ç nɟ͡ʝ nɟ͡ʝ̤ nʈ nʈʰ nɖ nt ntʰ nd nd̤ mp mb","Non-native clusters not included. Triconsonantal medial clusters occur both in loanwords and native words. I have only analyzed those given with native word examples. Among those, /nɟ͡jr/ and /nɟ͡jʰl/ are analyzed as /nɟ͡j.r/ and /nɟ͡jʰ.l/ instead of /n.ɟ͡jr/ and /n.ɟ͡jʰl/, given that plosive plus liquid clusters do not occur initially but nasal plus homoorganic plosive sequences occur word-finally."
"hinu1240","gin","Hinuq",45.8064,42.4502,"Nakh-Daghestanian","BOOK","Forker, Diana","2013","A grammar of Hinuq","De Gruyter Mouton",,,,,,,,,"ɪ ʏ ʊ ɛ ɔ a ɪː ʏː ʊː ɛː ɔː aː p pʼ b t tʼ d k kʼ ɡ kʷ kʼʷ ɡʷ q qʼ qʷ qʼʷ ʡ ʔ f s z ɬ ʃ ʒ χ ʁ χʷ ʁʷ ħ h t͡s t͡sʼ t͡ɬ t͡ɬʼ t͡ʃ t͡ʃʼ m n r l w j","-","p pʼ b t tʼ d k kʼ ɡ kʷ kʼʷ ɡʷ q qʼ qʷ qʼʷ ʡ ʔ f s z ɬ ʃ ʒ χ ʁ χʷ ʁʷ ħ h t͡s t͡sʼ t͡ɬ t͡ɬʼ t͡ʃ t͡ʃʼ m n r l w j","ɪ ʏ ʊ ɛ ɔ a ɪː ʏː ʊː ɛː ɔː aː ʊj aj ɔj ɛj","# p pʼ b t tʼ d k kʼ ɡ q qʼ ʡ ʔ f s z ɬ ʃ ʒ χ ʁ ħ h t͡s t͡sʼ t͡ɬ t͡ɬʼ t͡ʃ t͡ʃʼ m n r l w j","``Only loan words contain superheavy syllables with two consonants in the coda (e.g. the Avar loans baħs ‘discussion’ and naps ‘personality’)'' (p. 34)."
"hmon1264","hnj","Hmong Njua",101.95,22.5638,"Hmong-Mien","BOOK","Harriehausen, Bettina","1990","Hmong Njua: Syntaktische Analyse einer gesprochenen Sprache mithilfe Datenverarbeitungstechnischer Mittel und sprachvergleichende Beschreibung des Südostasiatischen Sprachraumes [Hmong Njua: Syntactic analysis of a spoken language using data processing technology and a comparative description of the Southeast Asian 蚊linguistic area]","Max Niemeyer",,,,,,,,,"m n ɲ ŋ p pʰ t tʰ ʈ ʈʰ c cʰ k kʰ q qʰ f v s ʂ ʐ ç ʝ l ɬ h t͡s t͡sʰ ʈ͡ʂ ʈ͡ʂʰ i u ɯ o e a ẽ ã õ","H HF MR M ML MLʰ Lˀ","# m n ɲ ŋ p pʰ t tʰ ʈ ʈʰ c cʰ k kʰ q qʰ f v s ʂ ʐ ç ʝ l ɬ h t͡s t͡sʰ ʈ͡ʂ ʈ͡ʂʰ mp nt ɳʈ ɲc ŋk ŋq pl tl pʰl mpl nt͡s","i u ɯ o e a ẽ ã õ ai ua ei","#","The cluster <nq> should be transcribed as <ɴq>, but given the absence of /ɴ/, I transcribe it as <ŋq>. The <y:> in the vocalic inventory seems to be a typo, as no such phoneme seems to be present."
"ainu1240","ain","Hokkaido Ainu",142.46167,43.633654,"Ainu","BOOK","Tamura, Suzuko","2000","The Ainu Language","Sanseido",,,,,,,,"1","p t k c s ɾ m n w j ʔ h a i u e o","-","p t k c s ɾ m n w j ʔ h","a i u e o","# p t k s ɾ m n w j",
"honi1244","how","Honi",101.886,23.2074,"Sino-Tibetan","PHDTHESIS","Yang 杨, Yan 艳","2016","Haniyu wonihua yanjiu 哈尼语窝尼话研究 [A grammar of Hani Woni language]",,"Shanghai Normal University 上海师范大学",,,,,,,,"p t k pʰ tʰ kʰ t͡s ʈ͡ʂ t͡ɕ t͡sʰ ʈ͡ʂʰ t͡ɕʰ m n ɲ ŋ ɬ l f s ʂ ɕ h v z ʐ w j i e ɛ ɑ ɔ o ɯ u","55 33 31 53 13","# p t k pʰ tʰ kʰ t͡s ʈ͡ʂ t͡ɕ t͡sʰ ʈ͡ʂʰ t͡ɕʰ m n ɲ ŋ ɬ l f s ʂ ɕ h v z ʐ w j","v i e ɛ ɑ ɔ o ɯ u ɑi ɑu ei ui uɛ uɔ iu iɛ uɑ uɑi","# n ŋ",
"huiz1242","czh","Hui Chinese",118.232,29.7646,"Sino-Tibetan","PHDTHESIS","Lu, Wen","2018","Aspects of the Grammar of Tunxi Hui: A Transitional Sinitic Language",,"University of Hong Kong",,,,,,,,"p pʰ t tʰ k kʰ ʔ t͡s t͡sʰ t͡ɕ t͡ɕʰ m n ɲ f v s z ɕ x l i y u uː e ə o ɛ ɔ a","11 44 31 24 52 5","# p pʰ t tʰ k kʰ t͡s t͡sʰ t͡ɕ t͡ɕʰ m n ɲ f v s z ɕ x l","m n z i y u e ə o ɛ ɔ a au ou ia ua iɛ uɛ yɛ ie ue ye io uə uːə iu iau","# m n ʔ",
"hula1244","huy","Hulaulá",43.4865,31.9111,"Afro-Asiatic","BOOK","Khan, Geoffrey","2009","The Jewish Neo-Aramaic Dialect of Sanandaj","Gorgias",,,,,,,,,"p t k q ʔ b d ɡ tˤ t͡ʃ d͡ʒ f s ʃ x ħ h v z ʒ ɣ ʕ sˤ zˤ m n l lˤ ɾ r j i e ə ɑ o u ɑː","-","C CC","i e ə ɑ o u VV","# C CC",
"hung1274","hun","Hungarian",19.6555271429,46.9068585714,"Uralic","BOOK","Kenesei, István and Vago, Robert M. and Fenyvesi, Anna","1998","Hungarian","Routledge",,,,,,,,,"p t c k t͡s t͡ʃ b d ɻ ɡ d͡ʒ f s ʃ h v z ʒ m n ɲ l r j i iː y yː u uː ɛ eː ø øː o oː ɔ aː","-","# p t c k t͡s t͡ʃ b d ɻ ɡ d͡ʒ f s ʃ h v z ʒ m n ɲ l r j tv kv ɡv t͡sv sp st sc sk sf sv ʃp ʃt ʃk ʃv pl bl kl ɡl fl vl zl sl ʃl pr br tr dr kr ɡr fr zr ʃr sm ʃm sn ʃn fj str skl ʃpr ʃtr ʃkr","i iː y yː u uː ɛ eː ø øː o oː ɔ aː","# p t c k t͡s t͡ʃ b d ɻ ɡ d͡ʒ f s ʃ h v z ʒ m n ɲ l r j pp tt cc kk bb dd ɻɻ ɡɡ t͡st͡s t͡ʃt͡ʃ d͡ʒd͡ʒ ff ss ʃʃ mm nn ɲɲ rr ll jj zz ps ks st ʃt dv ɡd zd ʒd mp mb mv mz nt nd nk nɡ nt͡ʃ ns nʃ nt͡ʃ nc nɻ nv nz ɲv lp lt ld lɻ lk lɡ lt͡s lt͡ʃ lf lv lʃ rp rb rt rd rc rɻ rk rɡ rt͡s rt͡ʃ rf rv rs rz rʃ rʒ lm rm rn rɲ jt jd jt͡s jt͡ʃ jv js jz jʒ jm jn mj rj pj bj kj ɡj fj vj zɻ ʒɻ zz bd ɻd d͡ʒd vd md ɲd ɲt cs fs ms ɲs ls ʒb mt͡ʃ kst nks nst mps rst rʃt rʃt͡ʃ jst jʃt rlt rnt jʃt jnt nst nʃt jst nks d͡ʒd md͡ʒd nd͡ʒd nɡd ld͡ʒd rd͡ʒd jd͡ʒd",
"hunz1247","huz","Hunzib",46.1369,42.0808,"Nakh-Daghestanian","BOOK","van den Berg, Helma","1995","A grammar of Hunzib (with texts and lexicon)","Lincom Europa",,,,,,,,,"b p pʼ d t tʼ z s ʝ ç ɬ ɡ k kʼ x q qʼ ɣ χ ʕ ħ ʔ h m n l r i ɨ u e ə o a ɑ ĩ ɨ̃ ũ ẽ ə̃ õ ã ɑ̃ iː ɨː uː eː əː oː aː ɑː","-","# b p pʼ d t tʼ z s ʝ ç ɬ ɡ k kʼ x q qʼ ɣ χ ʕ ħ ʔ h m n l r i u","i ɨ u e ə o a ɑ ĩ ɨ̃ ũ ẽ ə̃ õ ã ɑ̃ iː ɨː uː eː əː oː aː ɑː VV","# b p pʼ d t tʼ z s ʝ ç ɬ ɡ k kʼ x q qʼ ɣ χ ʕ ħ ʔ h m n l r i u CC","It is uncertain whether VV sequences are tautosyllabic. Here it is assumed they are."
"icel1247","isl","Icelandic",-19.0212,63.4837,"Indo-European","BOOK","Árnason, Kristján","2011","The phonology of Icelandic and Faroese","Oxford University Press",,,,,,,,,"i ɪ ɛ a ʏ œ ɔ u p t c k pʰ tʰ cʰ kʰ v ð j ʝ ɣ f θ ç x h m n ɲ ŋ m̥ n̥ ɲ̥ ŋ̥ l l̥ r r̥","-","# p t c k pʰ tʰ cʰ kʰ v f θ ç h m n ð ɣ n̥ l l̥ r r̥ mj nj lj rj n̥j l̥j r̥j fj fl fn frj flj fnj θj θr θv θrj pʰj pʰr pʰrj pʰl tʰj tʰr tʰrj tʰv kʰv kʰr kʰn kʰl kʰrj kʰnj kʰlj pj pr prj pl plj tj tr trj tv kv kr kn kl krj sj sv stl stlj stnj spm spj spr spl st stj str strj sk skr skrj skv skj","C i ɪ ɛ a ʏ œ ɔ u ai ɛi œi ou au","# v ð ɣ l m n ɲ ŋ r h f θ x s p t k l̥ m̥ n̥ ɲ̥ ŋ̥ r̥",
"ingr1248","izh","Ingrian",29.71145,59.47403,"Uralic","INCOLLECTION","Markus, Elena and Rozhanskiy, Fedor","2022","Ingrian","Oxford University Press",,"The Oxford guide to the Uralic languages","Bakró-Nagy, Marianne and Laakso, Johanna and Skribnik, Elena",,"308--329",,,,"i y ɨ u e ø o a ɑ iː yː uː eː øː oː aː ɑː p t tʲ k m n nʲ f s ç h v t͡s c͡ç l lʲ ɹ ɹʲ j","-","# C","i y ɨ u e ø o a ɑ ɑi oi ei iu ɑu oɑ uɑ io ɑo uo ia ya ie oi ue ae eo ɑe yi øy ay ou eu ai ui iɑ iː yː uː eː øː oː aː ɑː","# C","``In the contemporary language, [the distinction between short and long diphthongs] is not stable, and there is much individual, structurally conditioned, and situational variation'' (p. 311). The long diphthongs were not listed in the source and thus not reflected here. Also not reflected are the``short geminates'', which are reported to contrast with full geminates. Onset clusters are omitted, as ``[c]onsonant clusters are not typical word-initially except in onomatopoeic words and borrowings'' (p. 312)."
"ingu1240","inh","Ingush",45.03,43.11,"Nakh-Daghestanian","BOOK","Nichols, Johanna","2011","Ingush Grammar","University of California Press",,,,,,,,,"iː uː i y u e a o aː p t c t͡ʃ kʲ k q ʕ ʔ tː qː pʼ tʼ cʼ kʼʲ kʼ qʼ b d ɡʲ ɡ f s ʃ x ħ h sː v z ʒ ɣ m n l r r̥ j","H","?","?","?",
"iris1253","gle","Irish",-7.61509,53.2186,"Indo-European","BOOK","Raymond Hickey","2011","The Dialects of Irish: Study of a Changing Landscape","De Gruyter Mouton",,,,,,,,,"p pʲ b bʲ f fʲ v vʲ t tʲ d dʲ s sʲ k kʲ ɡ ɡʲ x xʲ ɣ ɣʲ m mʲ nˠ nʲ n ŋ ŋʲ lˠ lʲ l r rʲ ɪ ɛ a ʌ ə iː eː ɑː oː uː i u","-","# p pʲ b bʲ f fʲ v vʲ t tʲ d dʲ s sʲ k kʲ ɡ ɡʲ x xʲ ɣ ɣʲ m mʲ nˠ nʲ n ŋ ŋʲ lˠ lʲ l r rʲ [ppʲbbʲffʲmmʲttʲddʲssʲkkʲɡɡʲ][lˠlʲlrrʲ] mn mʲn tn tʲn kn kʲn ɡn ɡʲn sn sʲn [ssʲ][ppʲttʲkkʲ][lˠlʲlrrʲ]","ɪ ɛ a ʌ ə iː eː ɑː oː uː ai au iə uə","?",
"iron1242","oss","Iron Ossetian",44.61,42.98,"Indo-European","INCOLLECTION","Erschler, David","2021","Iron Ossetic","Oxford University Press",,"Handbook of the Languages of the Caucasus","Polinsky, Maria",,"641--685",,,,"b d ɡ ɡʷ q qʷ ʔ p t k kʷ pʼ tʼ kʼ kʼʷ f v s z ʒ ʃ ʁ ʁʷ h χ χʷ d͡z t͡s t͡sʼ d͡ʒ t͡ʃ t͡ʃʼ m n l r w j i u ə e o ɐ a","-","# C","i u ə e o ɐ a","# C CC CCC","It is unclear whether diphthongs exist. Word-initial and word-final restrictions interpreted as onset and coda restrictions."
"irul1243","iru","Irula of the Nilgiri",79.95209,12.70645,"Dravidian","BOOK","Pillai, V. Chidambaranatha","1976","Phonology of Kasaba with vocabulary","Annamalai University",,,,,,,,,"i ɨ u e ə o a iː ɨː uː eː əː oː aː p b t d ʈ ɖ c͡ç ɟ͡ʝ k ɡ s ʂ x m n̪ n ɳ l ɭ r ɾ w j","-","# p b t d ʈ ɖ c͡ç ɟ͡ʝ k ɡ s ʂ x m n̪ n ɳ l ɭ r ɾ w j pr bɖ bl tr kr kj ɡɭ sn pɭ","i ɨ u e ə o a iː ɨː uː eː əː oː aː","# p b t d ʈ ɖ c͡ç ɟ͡ʝ k ɡ sʂx m n̪ n ɳ l ɭ r ɾ w j tk st sk ʂʈ lp ld lk ɭk rp rd rk ɾp ɾr ɾʈ ɾc͡ç ɾk wk jp jt jk pr dr ɖɾ ɡɭ sk ʂʈ mp mb mɭ n̪d nc͡ç nɟ͡ʝ nk nɡ ɳɖ ld lk rk rn ɾb ɾd ɾʈ ɾc͡ç ɾk ɾɡ ɾɳ ɾɭ wd wɾ jt jʂ jn̪ jl jɾ rnɡ rnk",
"istr1245","ruo","Istro Romanian",14.2,45.433,"Indo-European","PHDTHESIS","Hurren, Anthony H.","1972","A linguistic description of Istro-Rumanian",,"University of Oxford",,,,,,,,"b p v f m d t n z s t͡ʃ ʒ ʃ ɾ l h a e o u i","-","# b p v f m d t n z s t͡ʃ ʒ ʃ r l h ɾ i u CC CCC","ɾ a e o u i","# b p v m d t n z s t͡ʃ ʒ ʃ ɾ l h i u CC","The source makes it unclear whether /f/ occurs in the coda position. Here it is left out. It was also unclear whether /u/ or /i/ form part of the onset or coda clusters, in which case the clusters would be transcribed as CV, VC, etc."
"ital1282","ita","Italian",12.6489,43.0464,"Indo-European","BOOK","Kramer, Martin","2009","The Phonology of Italian","Oxford University Press",,,,,,,,,"p b t d t͡s d͡z t͡ʃ d͡ʒ k ɡ f v s m n ɲ l ʎ r w j i e ɛ a ɔ o u","-","# p b t d t͡s d͡z t͡ʃ d͡ʒ k ɡ f v s m n ɲ l ʎ ɾ w j PL PG FL FG NG LG","i e ɛ a ɔ o u ei eu ɛi ɛu ai au ɔi oi ui","# C",
"iumi1238","ium","Iu Mien",101.17,20.83,"Hmong-Mien","PHDTHESIS","Arisawa, Tatsuro Daniel","2016","An Iu Mien Grammar: A Tool for Language Documentation and Revitalisation",,"LaTrobe University",,,,,,,,"p t c k ʔ pʰ tʰ cʰ kʰ b d ɟ ɡ t͡s t͡sʰ d͡z ʍ f s ç h m n ɲ ŋ m̥ n̥ ɲ̥ ŋ̥ l l̥ w j i u e ə o ɛ ɔ a aː","44 31 453 231 23 11 55C 11C","# p t c k ʔ pʰ tʰ cʰ kʰ b d ɟ ɡ t͡s t͡sʰ d͡z ʍ f s ç h m n ɲ ŋ m̥ n̥ ɲ̥ ŋ̥ l l̥ w j pw tw cw kw pʰw tʰw cʰw kʰw bw dw ɟw ɡw t͡sw t͡sʰw d͡zw fw sw çw mw ɲw ŋw m̥w ɲ̥w lw l̥w jw pj tj pʰj tʰj bj dj t͡sj t͡sʰj d͡zj fj sj mj nj m̥j n̥j lj l̥j","i u e ə o ɛ ɔ a aː ei iə iu ai aːi uə eu ɔi au aːu ui ou","# p t k ʔ m n ŋ w j",
"nucl1643","jpn","Japanese",135,35,"Japonic","BOOK","Iwasaki, Shoichi","2013","Japanese","John Benjamins Publishing Company",,,,,,,,"Revised","i e a o u iː eː aː oː uː p t t͡s t͡ɕ k b d ɡ s ɸ h z d͡ʑ r m n j w ɴː ʔ","H L","# p t t͡s t͡ɕ k b d ɡ s ɕ ɸ h z d͡ʑ r m n j w pj bj tj dj kj ɡj ɸj hj mj nj rj","i e a o u iː eː aː oː uː","# ɴː ʔ","The source describes Japanese codas as /H/ (vowel lengthening), /N/ (nasal moraic), and /Q/ (obstruent moraic). /H/ was not included, as it is suprasegmental. The long vowels are coded as separate segments instead. /N/ is realized as [ɴː] in isolation (before pause), so it was transcribed as /ɴ/. /Q/ is also realized as a glottal stop in isolation (in ideophones such as /pikaQ/ [pikaʔ]), so it was transcribed as /ʔ/."
